value,description,codesystem,code,iri
Agyria,A congenital abnormality of the cerebral hemisphere characterized by lack of gyrations (convolutions) of the cerebral cortex. Agyria is defined as cortical regions lacking gyration with sulci great than 3 cm apart and cerebral cortex thicker than 5 mm.,HP,HP:0031882,http://purl.obolibrary.org/obo/HP_0031882
Increased proinsulin:insulin ratio,An elevated concentration of proinsulin (the prohormone precursor to insulin) to mature insulin in the circulation.,HP,HP:0031883,http://purl.obolibrary.org/obo/HP_0031883
Abnormal CSF glucose level,A deviation from normal concentration of glucose content in the cerebrospinal fluid.,HP,HP:0031884,http://purl.obolibrary.org/obo/HP_0031884
Hyperglycorrhachia,Abnormally high glucose concentration in the cerebrospinal fluid.,HP,HP:0031885,http://purl.obolibrary.org/obo/HP_0031885
Abnormal LDL cholesterol concentration,Any deviation from the normal concentration of low-density lipoprotein cholesterol in the blood circulation.,HP,HP:0031886,http://purl.obolibrary.org/obo/HP_0031886
Abnormal chylomicron concentration,Any deviation from the normal circulating concentration of chylomicrons.,HP,HP:0031887,http://purl.obolibrary.org/obo/HP_0031887
Abnormal HDL cholesterol concentration,Any deviation from the normal concentration of high-density lipoprotein cholesterol (HDL) in the blood.,HP,HP:0031888,http://purl.obolibrary.org/obo/HP_0031888
Abnormal VLDL cholesterol concentration,Any deviation from the normal concentration of very-low-density lipoprotein cholesterol in the blood.,HP,HP:0031889,http://purl.obolibrary.org/obo/HP_0031889
Increased urine urobilinogen,An elevated concentration of urobilinogen in the urine.,HP,HP:0031890,http://purl.obolibrary.org/obo/HP_0031890
Decreased eosinophil count,Abnormal reduction in the count of eosinophils in the blood per volume.,HP,HP:0031891,http://purl.obolibrary.org/obo/HP_0031891
Rouleaux formation,"Increased amount of stacking of erythrocytes into long chains. Rouleaux (singular: rouleau) is derived from a French word that can refer to a stack of coins put into a cylindircal paper roll. Rouleaux formation is observed with increased serum proteins, particularly fibrinogen and globulins, and represents the cause of increased erythrocte sedimentation rate because rouleaux sediment more readily than isolated red blood cells.",HP,HP:0031898,http://purl.obolibrary.org/obo/HP_0031898
Abnormal coagulation factor V activity,Any deviation from the activity of coagulation factor V.,HP,HP:0031899,http://purl.obolibrary.org/obo/HP_0031899
obsolete Abnormal serum tryptase concentration,,HP,HP:0031900,http://purl.obolibrary.org/obo/HP_0031900
Elevated total serum tryptase,An abnormally elevated concentration of total tryptase (alpha and beta tryptase) in the blood circulation.,HP,HP:0031901,http://purl.obolibrary.org/obo/HP_0031901
obsolete Decreased serum mast cell beta-tryptase concentration,,HP,HP:0031902,http://purl.obolibrary.org/obo/HP_0031902
Abnormal circulating selenium concentration,Any deviation from the normal circulating concentration of selenium.,HP,HP:0031903,http://purl.obolibrary.org/obo/HP_0031903
Abnormal total hemolytic complement activity,Any deviation from the normal total hemolytic complement activity in the circulation.,HP,HP:0031904,http://purl.obolibrary.org/obo/HP_0031904
Increased total hemolytic complement activity,An abnormally elevated total hemolytic complement activity in the circulation.,HP,HP:0031905,http://purl.obolibrary.org/obo/HP_0031905
Decreased total hemolytic complement activity,An abnormally reduced total hemolytic complement activity in the circulation.,HP,HP:0031906,http://purl.obolibrary.org/obo/HP_0031906
Anti-mitochondrial M2 antibody positivity,The presence of M2 anti-mitochondrial antibody (immunoglobulins) in the serum.,HP,HP:0031907,http://purl.obolibrary.org/obo/HP_0031907
Micrographia,Abnormally small sized handwriting defined formally as an impairment of a fine motor skill manifesting mainly as a progressive or stable reduction in amplitude during a writing task.,HP,HP:0031908,http://purl.obolibrary.org/obo/HP_0031908
Unicornuate uterus,"A uterus that has a single horn, with a banana-like shape that may or may not have a secondary rudimentary uterine horn.",HP,HP:0031909,http://purl.obolibrary.org/obo/HP_0031909
Abnormal cranial nerve physiology,"A functional abnormality affecting one or more of the cranial nerves, which emerge directly from the brain stem.",HP,HP:0031910,http://purl.obolibrary.org/obo/HP_0031910
Abnormal fifth cranial nerve physiology,,HP,HP:0031911,http://purl.obolibrary.org/obo/HP_0031911
Trigeminal anesthesia,"Decreased or absent sensation in the distribution of the trigeminal nerve, which provides tactile, proprioceptive, and nociceptive sensation in the area of the face and mouth.",HP,HP:0031912,http://purl.obolibrary.org/obo/HP_0031912
Rhombencephalosynapsis,Rhombencephalosynapsis is a rare brain malformation defined by midline fusion of the cerebellar hemispheres with partial or complete loss of the intervening vermis.,HP,HP:0031913,http://purl.obolibrary.org/obo/HP_0031913
Fluctuating,"Varying irregularly over time in severity, amount, or amplitude.",HP,HP:0031914,http://purl.obolibrary.org/obo/HP_0031914
Stable,This modifier can be applied to a phenotypic feature that does not vary in severity or amount over time.,HP,HP:0031915,http://purl.obolibrary.org/obo/HP_0031915
Digital ulcer,An open sore on the surface of the skin of a finger or toe.,HP,HP:0031917,http://purl.obolibrary.org/obo/HP_0031917
Ovarian sex cord-stromal tumor,"A benign or malignant neoplasm that arises from the ovary and is composed of granulosa cells, Sertoli cells, Leydig cells, theca cells, and fibroblasts.",HP,HP:0031918,http://purl.obolibrary.org/obo/HP_0031918
Juvenile type ovarian granulosa cell tumor,"Juvenile granulosa cell ovarian tumor (JGCOT) is a rare sex cord stromal tumor, occuring most frequently in premenarchal girls or young women. In contrast to adult granulosa cell tumor, JGCOT has a high mitotic index and more aggressive tumor growth. Microscopically it is seen as diffuse and regularly distributed neoplastic cells with a wide cytoplasm and pleomorphic hyperchromatic nucleus. Follicle formation, in various sizes and shapes, is important in JGCOT. Call-Exner bodies are infrequently seen in JGCOT in contrast to the adult type.",HP,HP:0031919,http://purl.obolibrary.org/obo/HP_0031919
Malignant ovarian granulosa cell tumor,An aggressive granulosa cell tumor that arises from the ovary.,HP,HP:0031920,http://purl.obolibrary.org/obo/HP_0031920
Gastrocnemius myalgia,Pain of the gastrocnemius muscle.,HP,HP:0031921,http://purl.obolibrary.org/obo/HP_0031921
Renal artery duplication,The renal arteries carry blood from the aorta to the kidney; normally one renal artery is present on each side of the body. Renal artery duplication refers to the presence of two rather than one renal artery on a given side of the body.,HP,HP:0031922,http://purl.obolibrary.org/obo/HP_0031922
Hematocolpos,Accumulation of blood in the vagina usually due to vaginal obstruction.,HP,HP:0031923,http://purl.obolibrary.org/obo/HP_0031923
Rope sign,"The presence of linear erythematous palpable cords, often on the lateral trunk.",HP,HP:0031924,http://purl.obolibrary.org/obo/HP_0031924
Rosette,A halo or spoke-wheel arrangement of cells surrounding a central core or hub. The central hub may consist of an empty-appearing lumen or a space filled with cytoplasmic processes. The cytoplasm of each of the cells in the rosette is often wedge-shaped with the apex directed toward the central core; the nuclei of the cells participating in the rosette are peripherally positioned and form a ring or halo around the hub.,HP,HP:0031925,http://purl.obolibrary.org/obo/HP_0031925
Homer Wright rosette,A type of rosette in which the central lumen or hub is filled with fiber-like processes.,HP,HP:0031926,http://purl.obolibrary.org/obo/HP_0031926
Flexner-Wintersteiner rosette,"The tumor cells that form the Flexner-Wintersteiner rosette circumscribe a central lumen that contains small cytoplasmic extensions of the encircling cells; however, unlike the center of the Homer Wright rosette, the central lumen does not contain the fiber-rich neuropil.",HP,HP:0031927,http://purl.obolibrary.org/obo/HP_0031927
True ependymal rosette,A type of rosette in which a halo of cells surrounds an empty lumen.,HP,HP:0031928,http://purl.obolibrary.org/obo/HP_0031928
Perivascular pseudorosette,A type of rosette in which a spoke-wheel arrangement of cells with tapered cellular processes radiates around a wall of a centrally placed vessel.,HP,HP:0031929,http://purl.obolibrary.org/obo/HP_0031929
Neurocytic rosette,"A type of rosette that is similar to the Homer Wright rosette, but the central fiber-rich neuropil island is larger and more irregular.",HP,HP:0031930,http://purl.obolibrary.org/obo/HP_0031930
Ocular flutter,"Ocular flutter is an abnormal eye movement consisting of repetitive, irregular, involuntary bursts of horizontal saccades without an intersaccadic interval. It is generally superimposed on normal oculomotor behaviour and its occurrence may be favoured by various events, such as blinks, the triggering of normal saccades or optokinetic stimulation.",HP,HP:0031931,http://purl.obolibrary.org/obo/HP_0031931
Aorto-left ventricular tunnel,Aorto-left ventricular tunnel (ALVT) is a congenital extracardiac channel connecting the ascending aorta above the sino-tubular junction to either left ventricular cavity.,HP,HP:0031932,http://purl.obolibrary.org/obo/HP_0031932
Aorto-right ventricular tunnel,The presence of an extracardiac channel that connects the ascending aorta above the sinotubular junction to the cavity of the right ventricle.,HP,HP:0031933,http://purl.obolibrary.org/obo/HP_0031933
Abnormal descending aorta morphology,A structural abnormality of the part of the aorta that begins at the aortic arch and then descends through the chest and abdomen.,HP,HP:0031934,http://purl.obolibrary.org/obo/HP_0031934
Ascending aorta hypoplasia,Significant luminal narrowing of a long segment of or the entire ascending aorta.,HP,HP:0031935,http://purl.obolibrary.org/obo/HP_0031935
Delayed ability to walk,"A failure to achieve the ability to walk at an appropriate developmental stage. Most children learn to walk in a series of stages, and learn to walk short distances independently between 12 and 15 months.",HP,HP:0031936,http://purl.obolibrary.org/obo/HP_0031936
Tachylalia,Extreme rapidity of speech.,HP,HP:0031937,http://purl.obolibrary.org/obo/HP_0031937
Abnormal conus terminalis morphology,"Any structural anomaly of the conus terminalis, which is the distal bulbous part of the spinal cord at the location where the spinal cord tapers and ends (usually between the L1 and L2 lumbar vertebrae).",HP,HP:0031938,http://purl.obolibrary.org/obo/HP_0031938
Conus terminalis arteriovenous malformation,,HP,HP:0031939,http://purl.obolibrary.org/obo/HP_0031939
Abnormal portal venous system morphology,"Any structural anomaly of the portal venous sytem, which comprises all of the veins draining the abdominal part of the digestive tract, including the lower esophagus but excluding the lower anal canal. The portal vein conveys blood from viscera and ramifies like an artery at the liver, ending at the sinusoids. Tributaries of the portal vein, which make up the portal venous system, are the splenic, superior mesenteric, left gastric, right gastric, paraumbilical, and cystic veins.",HP,HP:0031941,http://purl.obolibrary.org/obo/HP_0031941
Congenital absence of portal vein,Anomaly where the intestinal and the splenic venous drainage bypass the liver and drain into systemic veins through other possible venous shunts.,HP,HP:0031942,http://purl.obolibrary.org/obo/HP_0031942
Akathisia,"A state of motor restlessness, usually in the lower extremities, that is often but not always accompanied by a subjective sense of inner restlessness, an urge to move, and anxiety or dysphoria.",HP,HP:0031943,http://purl.obolibrary.org/obo/HP_0031943
Pleural thickening,"An increase in the thickness of the pleura, generally related to scarring of the pleural tissue.",HP,HP:0031944,http://purl.obolibrary.org/obo/HP_0031944
"Elevated N,N-dimethylglycine level","An increased concentration of N,N-dimethylglycine in the circulation.",HP,HP:0031945,http://purl.obolibrary.org/obo/HP_0031945
"Elevated urinary N,N-dimethylglycine level","An increased concentration of N,N-dimethylglycine in the urine.",HP,HP:0031946,http://purl.obolibrary.org/obo/HP_0031946
Tongue tremor,"An unintentional, oscillating to-and-fro muscle movement affecting the tongue.",HP,HP:0031947,http://purl.obolibrary.org/obo/HP_0031947
Snowball lesion of corpus callosum,Centrally located corpus callosum hyperintensities said to resemble snowballs upon magnetic resonance imaging (with T2 or Sagittal fluid attenuated inversion recovery [FLAIR] sequences). The central location in the callosum makes them pathognomonic for Susac syndrome.,HP,HP:0031948,http://purl.obolibrary.org/obo/HP_0031948
Recurrent bacterial upper respiratory tract infections,"An increased susceptibility to bacterial upper respiratory tract infections as manifested by a history of recurrent bacterial upper respiratory tract infections (running ears - otitis, sinusitis, pharyngitis, tonsillitis).",HP,HP:0031949,http://purl.obolibrary.org/obo/HP_0031949
Usual interstitial pneumonia,Temporal and spatial heterogeneity in lungs based on presence of fibrosis and honeycombing.,HP,HP:0031950,http://purl.obolibrary.org/obo/HP_0031950
Nocturnal seizures,Seizures that occur while the affected individual is sleeping.,HP,HP:0031951,http://purl.obolibrary.org/obo/HP_0031951
Neurogenic claudication,"Lumbar spinal stenoses may induce symptoms following an individually typical latency on standing or when walking due to swelling of the cauda equina, which leads to compression. This is referred to as neurogenic claudication. The symptoms of lumbar spinal stenosis can be explained by an increase in lumbar lordosis and spinal canal stenosis in an upright position compared to the sitting position or if spondylolisthesis is present by a shift of the vertebrae while standing and walking. Following an individually characteristic distance, walking becomes associated with deep muscular pain and with neurological deficits, such as sensory deficits and paresis in the lower limbs, which resolve within minutes when the affected person sits or lies down. Activities performed in a flexed posture, such as cycling often cause less problems than walking. For the same reason, walking uphill may be tolerated better than walking downhill. Clinical neurological examination at rest may be entirely normal but there is usually pain on hyperextension of the lumbar spine.",HP,HP:0031952,http://purl.obolibrary.org/obo/HP_0031952
Cautious gait,"Cautious gait refers to an excessive degree of age-related changes in walking and fear of falling. The walking difficulties seem out of proportion when considering the patient's actual sensory or motor deficits. The gait appears slow, with a wider base than normal, reduced arm swing bilaterally and a slightly stooped posture. This type of gait change often occurs after the first time a patient has fallen.",HP,HP:0031953,http://purl.obolibrary.org/obo/HP_0031953
Dystonic gait,"Dystonic gait disorders frequently appear bizarre, particularly because activity increases dystonic tonus and posture. The abnormal posture of the foot in dystonic gait typically involves inversion, plantar flexion and tonic extension of the big toe. In many patients complex types of walking, such as walking backwards and running are paradoxically less impaired than walking forward and may seem completely unaffected. Sensory tricks, for instance, if the affected individual rests a hand on his or her neck, may improve or even normalize dystonic gait in some patients.",HP,HP:0031954,http://purl.obolibrary.org/obo/HP_0031954
Antalgic gait,"To avoid pain weight is put on the affected leg for as short a time as possible, resulting in a limp. The patients appear to be walking as if there were a thorn in the sole of the foot. To reduce the load on the affected leg the patients lift and lower their foot in a fixed ankle position.",HP,HP:0031955,http://purl.obolibrary.org/obo/HP_0031955
Elevated circulating aspartate aminotransferase concentration,An abnormally high concentration in the circulation of aspartate aminotransferase (AST).,HP,HP:0031956,http://purl.obolibrary.org/obo/HP_0031956
Spastic hemiparetic gait,"Spastic hemiparesis is characterized by a dominance of the tonus in the upper limb flexor muscles: the arm is held in an adducted posture and is bent and rotated inwards, the forearm is pronated and the hand and the fingers are flexed. The leg is slightly bent at the hip, the knee cannot be extended fully at the end of the stance phase and the foot is inverted and in a plantar flexed position. Gait is slow, with a wide base and asymmetrical with a shortened weight-bearing phase on the paretic side. During the swing phase, the paretic leg performs a lateral movement (circumduction) which is characteristic of this gait disorder, also termed Wernicke-Mann gait. Spastic gait problems typically worsen on attempts to walk faster.",HP,HP:0031957,http://purl.obolibrary.org/obo/HP_0031957
Spastic paraparetic gait,"A type of spastic gait in which the legs are usually slightly bent at the hip and in an adducted position. The knees are extended or slightly bent and the feet are in a plantar flexion position. This posture requires circumduction of the legs during walking. The gait may appear stiff (spastic gait disorder) or stiff as well as insecure (spastic ataxic gait disorder). In spastic paraparetic gait, each leg appears to be dragged forward. If the muscle tone in the adductors is marked, the resulting gait disorder is referred to as scissor gait.",HP,HP:0031958,http://purl.obolibrary.org/obo/HP_0031958
Leg dystonia,A type of dystonia (abnormally increased muscular tone causing fixed abnormal postures) that affects muscles of the legs.,HP,HP:0031959,http://purl.obolibrary.org/obo/HP_0031959
Arm dystonia,A type of dystonia (abnormally increased muscular tone causing fixed abnormal postures) that affects muscles of the arms.,HP,HP:0031960,http://purl.obolibrary.org/obo/HP_0031960
Abnormal serum anion gap,"Any deviation from the normal value of the serum anion gap, which is calculated from the electrolytes measured in the chemical laboratory, is defined as the sum of serum chloride and bicarbonate concentrations subtracted from the serum sodium concentration.",HP,HP:0031961,http://purl.obolibrary.org/obo/HP_0031961
Elevated serum anion gap,An abnormally high value of the serum anion gap (the sum of serum chloride and bicarbonate concentrations subtracted from the serum sodium concentration).,HP,HP:0031962,http://purl.obolibrary.org/obo/HP_0031962
Decreased serum anion gap,An abnormally low value of the serum anion gap (the sum of serum chloride and bicarbonate concentrations subtracted from the serum sodium concentration).,HP,HP:0031963,http://purl.obolibrary.org/obo/HP_0031963
Elevated circulating alanine aminotransferase concentration,An abnormally high concentration in the circulation of alanine aminotransferase (ALT).,HP,HP:0031964,http://purl.obolibrary.org/obo/HP_0031964
Increased RBC distribution width,Red blood cell distribution width (RDW) is a simple parameter of the standard full blood count and a measure of heterogeneity in the size of circulating erythrocytes. It is provided by automated hematology analyzers and it reflects the range of the red cell size. It is calculated by dividing the standard deviation of erythrocyte volume by the mean corpuscular volume (MCV) and multiplied by 100 to convert to a percentage.,HP,HP:0031965,http://purl.obolibrary.org/obo/HP_0031965
Cloudy urine,"The appearance of the urine having visible material in suspension, i.e., appearing cloudy.",HP,HP:0031967,http://purl.obolibrary.org/obo/HP_0031967
Reduced blood urea nitrogen,An abnormally low concentration of urea nitrogen in the blood.,HP,HP:0031969,http://purl.obolibrary.org/obo/HP_0031969
Abnormal blood urea nitrogen concentration,Any deviation from the normal concentration of urea nitrogen in the blood.,HP,HP:0031970,http://purl.obolibrary.org/obo/HP_0031970
Subaortic ventricular septal bulge,"A localized hypertrophy of the subaortic segment of the ventricular septum has been frequently described in elderly persons, and variously termed subaortic ventricular septal bulge (VSB), sigmoid-shaped septum, localized or discrete upper septal hypertrophy.",HP,HP:0031971,http://purl.obolibrary.org/obo/HP_0031971
Presyncope,"Presyncope is a state of lightheadedness, muscular weakness, blurred vision, and feeling faint. Presyncope is most often cardiovascular in cause.",HP,HP:0031972,http://purl.obolibrary.org/obo/HP_0031972
Increased vertical cup-to-disc ratio,An abnormal increase in the ratio of the height of the cup of the optic nerve head to the height of the disc.,HP,HP:0031973,http://purl.obolibrary.org/obo/HP_0031973
Increased vertical cup-to-disc ratio - 0.6,Ratio of the height of the cup of the optic nerve head to the height of the disc is 0.6 (The normal cup-to-disc ratio is 0.3).,HP,HP:0031974,http://purl.obolibrary.org/obo/HP_0031974
Increased vertical cup-to-disc ratio - 0.7,Ratio of the height of the cup of the optic nerve head to the height of the disc is 0.7 (The normal cup-to-disc ratio is 0.3).,HP,HP:0031975,http://purl.obolibrary.org/obo/HP_0031975
Increased vertical cup-to-disc ratio - 0.8,Ratio of the height of the cup of the optic nerve head to the height of the disc is 0.8 (The normal cup-to-disc ratio is 0.3).,HP,HP:0031976,http://purl.obolibrary.org/obo/HP_0031976
Increased vertical cup-to-disc ratio - 0.9,Ratio of the height of the cup of the optic nerve head to the height of the disc is 0.9 (The normal cup-to-disc ratio is 0.3).,HP,HP:0031977,http://purl.obolibrary.org/obo/HP_0031977
Increased vertical cup-to-disc ratio - 1.0,Ratio of the height of the cup of the optic nerve head to the height of the disc is 1.0 (The normal cup-to-disc ratio is 0.3).,HP,HP:0031978,http://purl.obolibrary.org/obo/HP_0031978
Abnormal urine carbohydrate level,Any deviation from the normal concentration of a carbohydrate in the urine.,HP,HP:0031979,http://purl.obolibrary.org/obo/HP_0031979
Abnormal urine carboxylic acid level,Any deviation from the normal concentration of a carboxylic acid in the urine.,HP,HP:0031980,http://purl.obolibrary.org/obo/HP_0031980
Elevated urine glycolate,An increased concentration of glycolate in the urine.,HP,HP:0031981,http://purl.obolibrary.org/obo/HP_0031981
Abnormal putamen morphology,"Any structural anomaly of the putamen, a brain nucleus which together with the caudate nucleus and fundus striati makes up the striatum.",HP,HP:0031982,http://purl.obolibrary.org/obo/HP_0031982
Abnormal pulmonary thoracic imaging finding,"This term groups terms representing abnormal findings derived from chest X-ray investigation of the lung. In general, lung abnormalities can manifest as opacities (areas of increased density) or as regions with decreased density.",HP,HP:0031983,http://purl.obolibrary.org/obo/HP_0031983
Esophageal food impaction,A piece of food that has gotten stuck in the esophagus and prevents further swallowing.,HP,HP:0031984,http://purl.obolibrary.org/obo/HP_0031984
Esophageal exudate,"An exudate is a mass of fluid and cells that has seeped out of blood vessels or an organ, usually related to inflammation. In the esophagus, exudates usually present as whitish plagues on the surface of the esophageal mucosa.",HP,HP:0031985,http://purl.obolibrary.org/obo/HP_0031985
Polyminimyoclonus,"Irregular, small-amplitude myoclonic movements of the hands and/or fingers on keeping outstretched posture (jerky postural tremor). Polyminimyoclonus is stimulus-sensitive and accentuated during voluntary movements. A cortical origin can be demonstrated by back-averaging techniques, and somatosensory evoked potentials (SSEPs) are sometimes giant.",HP,HP:0031986,http://purl.obolibrary.org/obo/HP_0031986
Diminished ability to concentrate,Being unable to focus one's attention or mental effort on a particular object or activity.,HP,HP:0031987,http://purl.obolibrary.org/obo/HP_0031987
obsolete Muscle spasm,,HP,HP:0031988,http://purl.obolibrary.org/obo/HP_0031988
Perioral spasm,A sudden involuntary contraction of the musculature surrounding the mouth.,HP,HP:0031989,http://purl.obolibrary.org/obo/HP_0031989
Chvostek sign,A contraction of ipsilateral facial muscles subsequent to percussion over the facial nerve.,HP,HP:0031990,http://purl.obolibrary.org/obo/HP_0031990
Increased urinary excretion of galactosyl hydroxylysine,An increased concentration of beta-1-galactosyl-O-hydroxylysine (Gal-Hyl) in the urine. This is a biochemical marker of bone resorption.,HP,HP:0031991,http://purl.obolibrary.org/obo/HP_0031991
Apical hypertrophic cardiomyopathy,"Apical hypertrophic cardiomyopathy (AHCM) is diastolic dysfunction due to abnormal stiffness of the left ventricle during diastole, with resultant impaired ventricular filling. In AHCM thickened apical segments produce a crowded, spade-shaped, small apical cavity.",HP,HP:0031992,http://purl.obolibrary.org/obo/HP_0031992
Hoffmann sign,"A Hoffman test is performed by flicking the fingernail of the long finger, from dorsal to volar, on each hand while the hand was supported by the examiner's hand. The test was done with the neck in the neutral position and then with the neck maximally forward flexed. Any flexion of the ipsilateral thumb and/or index finger was interpreted as a positive test.",HP,HP:0031993,http://purl.obolibrary.org/obo/HP_0031993
Bronchial breath sound,"Bronchial breath sounds contain much higher frequency components than normal breath sounds due to alteration of the low pass filtering function of the alveoli, as occurs in consolidation. It is loud, hollow, and high pitch. Expiratory phase is longer than inspiratory phase with the inspiratory-expiratory ratio (I:E) changing from normal 3:1 to 1:2. There is distinct pause between inspiration and expiration due to absent alveolar phase. It is associated with whispering pectoriloquy.",HP,HP:0031994,http://purl.obolibrary.org/obo/HP_0031994
Squawks,Squawks are short inspiratory wheezes of less than 200 ms duration and are also known as squeaks. Acoustic analysis shows the fundamental frequency varying between 200 and 300 Hz. Squawks usually occur in late inspiration and are often preceded by late inspiratory crackles.,HP,HP:0031995,http://purl.obolibrary.org/obo/HP_0031995
Inspiratory crackles,Crackles that are heard during the inspiratory phase.,HP,HP:0031996,http://purl.obolibrary.org/obo/HP_0031996
Early inspiratory crackles,Crackles that appear at the beginning of inspiration and end before mid-inspiration.,HP,HP:0031997,http://purl.obolibrary.org/obo/HP_0031997
Late inspiratory crackles,Crackles that appear any time after the beginning of inspiration and last till the end of inspiration.,HP,HP:0031998,http://purl.obolibrary.org/obo/HP_0031998
Expiratory crackles,Crackles that occur during expiration.,HP,HP:0031999,http://purl.obolibrary.org/obo/HP_0031999
Pleural rub,"An abnormal breath sound that is nonmusical, short and explosive. It is grating, rubbing, creaky, or leathery in character and present in both phases of respiration. Typically the expiratory component mirrors the inspiratory component. It occurs due to inflamed pleural surface rubbing each other during breathing. Clinically, it is important to differentiate it from crackles",HP,HP:0032000,http://purl.obolibrary.org/obo/HP_0032000
Pink urine,An abnormal pink color of urine.,HP,HP:0032001,http://purl.obolibrary.org/obo/HP_0032001
Orange urine,An abnormal orange color of urine.,HP,HP:0032002,http://purl.obolibrary.org/obo/HP_0032002
Green urine,An abnormal green color of urine.,HP,HP:0032003,http://purl.obolibrary.org/obo/HP_0032003
Pruritus vulvae,A sensation of itching in the vulvar region.,HP,HP:0032004,http://purl.obolibrary.org/obo/HP_0032004
Hemidystonia,"Hemidystonia refers to dystonia which involves the ipsilateral face, arm, and leg.",HP,HP:0032005,http://purl.obolibrary.org/obo/HP_0032005
Lip tremor,"An unintentional, oscillating to-and-fro muscle movement affecting the lip.",HP,HP:0032006,http://purl.obolibrary.org/obo/HP_0032006
Maceration,A softening and breaking down of skin resulting from prolonged exposure to moisture. Macerated skin becomes soft and wrinkly and takes on a whitish hue.,HP,HP:0032007,http://purl.obolibrary.org/obo/HP_0032007
Pulmonary fat embolism,"The release of fat globules into the venous circulation, thereby blocking blood circulation to the lung.",HP,HP:0032008,http://purl.obolibrary.org/obo/HP_0032008
Infantile constant exotropia,Constant exotropia occurring before 6 months of age.; often associated with a large angle of deviation and ocular/CNS abnormalities.,HP,HP:0032009,http://purl.obolibrary.org/obo/HP_0032009
Basic constant exotropia,"Constant exotropia for near and distance, presenting after 6 months of age.",HP,HP:0032010,http://purl.obolibrary.org/obo/HP_0032010
Heterophoria,"Heterophorias are latent deviations that are controlled by fusion. In certain circumstances (specific visual tasks, fatigue, illness, etc.), fusion can no longer be maintained and decompensation occurs.",HP,HP:0032011,http://purl.obolibrary.org/obo/HP_0032011
Heterotropia,Manifest deviation of the visual axes not controlled by fusion.,HP,HP:0032012,http://purl.obolibrary.org/obo/HP_0032012
Hypermetric horizontal saccades,Overshoot of horizontal (sideways) saccadic eye movements.,HP,HP:0032013,http://purl.obolibrary.org/obo/HP_0032013
Dysmetric vertical saccades,Inaccurate saccades (rapid movement of the eye between fixation points) in the vertical direction.,HP,HP:0032014,http://purl.obolibrary.org/obo/HP_0032014
Dysmetric horizontal saccades,Inaccurate saccades (rapid movement of the eye between fixation points) in the horizontal direction.,HP,HP:0032015,http://purl.obolibrary.org/obo/HP_0032015
Abnormal sputum,"Abnormal appearance of material expectorated (coughed up) from the respiratory system and that is composed of mucus but may contain other substances such as pus, blood, microorganisms, and fibrin.",HP,HP:0032016,http://purl.obolibrary.org/obo/HP_0032016
Sputum eosinophilia,An increased proportion of eosinophils in sputum in the differentiated cell count.,HP,HP:0032017,http://purl.obolibrary.org/obo/HP_0032017
Multiple mononeuropathy,A type of peripheral neuropathy that happens when there is damage to two or more different nerve areas characterized by peripheral neuropathy of both the motor and sensory nerves of at least two different nerve trunks. Different nerves are affected either simultaneously or sequentially.,HP,HP:0032018,http://purl.obolibrary.org/obo/HP_0032018
Muscle eosinophilia,Eosinophil infiltration of skeletal muscle.,HP,HP:0032019,http://purl.obolibrary.org/obo/HP_0032019
Eosinophilic bladder infiltration,"Transmural inflammation of the bladder predominantly with eosinophils, associated with fibrosis with or without muscle necrosis.",HP,HP:0032020,http://purl.obolibrary.org/obo/HP_0032020
Eosinophilic liver infiltration,Cellular infiltration of the liver parenchyma with a preponderance of eosinophils.,HP,HP:0032021,http://purl.obolibrary.org/obo/HP_0032021
Eosinophilic dermal infiltration,Presence of abnormally increased amounts of intraepidermal inflammatory cells with a predominance of eosinophils.,HP,HP:0032022,http://purl.obolibrary.org/obo/HP_0032022
Eosinophilic gallbladder infiltration,Cellular infiltrate confirmed by a cellular infiltrate comprised of mainly eosinophils in the gallbladder wall on histological examination.,HP,HP:0032023,http://purl.obolibrary.org/obo/HP_0032023
Ileal ulcer,An erosion of the mucous membrane in a portion of the ileum.,HP,HP:0032024,http://purl.obolibrary.org/obo/HP_0032024
Reduced serum alpha-1-antitrypsin,"A reduced concentration of circulating alpha-1 antitrypsin, which is a 52-kDa glycoprotein mainly synthesised and secreted by hepatocytes into the bloodstream. Alpha-1 antitrypsin is a serine-proteinase inhibitor that it is crucial in maintaining protease-antiprotease homeostasis in the lungs.",HP,HP:0032025,http://purl.obolibrary.org/obo/HP_0032025
Anetoderma,Circumscribed area of flaccid skin due to the loss of elastic tissue in the dermis.,HP,HP:0032026,http://purl.obolibrary.org/obo/HP_0032026
Retinal dots,"Yellow, white or greyish lesions in the retina that are well-defined/distinct, individual and mostly uniform in size.",HP,HP:0032027,http://purl.obolibrary.org/obo/HP_0032027
Macular dots,"Yellow, white or greyish lesions in the macula that are well-defined/distinct, individual and mostly uniform in size.",HP,HP:0032028,http://purl.obolibrary.org/obo/HP_0032028
Floppy eyelid,"Excessive eyelid tissue laxity, typically affecting both upper eyelids and associated with spontanteous tarsal eversion during sleep. It is more common in the obese, it may be associated with obstructive sleep apnea and it may result in corneal exposure or chronic papillary conjunctivitis.",HP,HP:0032029,http://purl.obolibrary.org/obo/HP_0032029
